Run,BioSample,analyte_type,biospecimen_repository,biospecimen_repository_sample_id,body_site,collection_date,env_biome,env_feature,env_material,estimated_size,gap_accession,gap_consent_code,gap_consent_short_name,gap_parent_phs,gap_sample_id,gap_subject_id,genotype,geo_loc_name,histological_type,host,is_tumor,isol_growth_condt,isolate,isolation_source,lat_lon,molecular_data_type,num_replicons,ploidy,propagation,sample_title,sample_tittle,sample_type,sex,strain,study_design,study_disease,study_name,subject_is_affected,submitted_sample_id,submitted_subject_id,submitter_handle,tissue,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR3177919,SAMN04494441,,,,,1990-07-31,watershed,,,,,,,,,,A,Canada: Barriere,,,,,VANC/90/UBC/62,water,51.18 N 120.12 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:57,2016-02-18 16:21:32,1484948,745443896,1484948,502,463,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177919/SRR3177919.sralite.1,SRX1592345,VANC/90/UBC/62,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300445,simple,5741,Giardia duodenalis,VANC/90/UBC/62,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,8803B1F30AB0C70D15A24A11301F0B16,BB654A3A36160067FFE0AAC46D60A27F
SRR3177926,SAMN04494442,,,,,1991-01-04,watershed,,,,,,,,,,B,Canada: Barriere,,,,,VANC/90/UBC/63,human,51.18 N 120.12 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:57,2016-02-18 16:22:26,2104944,1056681888,2104944,502,657,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177926.sralite.1,SRX1592346,VANC/90/UBC/63,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300446,simple,5741,Giardia duodenalis,VANC/90/UBC/63,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,5EC3B28D9DF71DBA9D2BD52F93E808D3,7A1ED508A7DD587055D2634532923E9F
SRR3177927,SAMN04494443,,,,,1990-12-11,watershed,,,,,,,,,,A,Canada: Barriere,,,,,VANC/90/UBC/64,human,51.18 N 120.12 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:57,2016-02-18 16:31:04,3602109,1714603884,3602109,476,922,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177927.sralite.1,SRX1592347,VANC/90/UBC/64,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300447,simple,5741,Giardia duodenalis,VANC/90/UBC/64,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,3C254FB752E12B56576706B9CA46E50D,F783BD1E8BEC5F0F5B6949DAE2EAA242
SRR3177928,SAMN04494444,,,,,1991-01-22,watershed,,,,,,,,,,B,Canada: Barriere,,,,,VANC/91/UBC/65,human,51.18 N 120.12 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:57,2016-02-18 16:26:38,1511363,758704226,1511363,502,475,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177928.sralite.1,SRX1592348,VANC/91/UBC/65,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300448,simple,5741,Giardia duodenalis,VANC/91/UBC/65,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,3766F6EA4E8CD22DABA659480AA51971,E950367023DDA0481D85843D3A394914
SRR3177929,SAMN04494445,,,,,1991-04-18,watershed,,,,,,,,,,B,Canada: Terrace,,,,,VANC/91/UBC/67,water,54.51 N 128.61 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:57,2016-02-18 16:26:22,1232070,618499140,1232070,502,379,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177929.sralite.1,SRX1592349,VANC/91/UBC/67,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300449,simple,5741,Giardia duodenalis,VANC/91/UBC/67,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,CC29EC16CEA6570E0302497959BBB1FE,C8E4A017BAFBBA6E7451B700BF9C11FC
SRR3177930,SAMN04494446,,,,,1991-04-19,watershed,,,,,,,,,,B,Canada: Terrace,,,,,VANC/91/UBC/68_1,water,54.51 N 128.61 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:57,2016-02-18 16:32:19,2744201,1377588902,2744201,502,787,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177930/SRR3177930.sralite.1,SRX1592350,VANC/91/UBC/68_1,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300450,simple,5741,Giardia duodenalis,VANC/91/UBC/68_1,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,149E9FEFE943B50E9CC0151CD5FBAC0C,B2F7064742B9CE918443163457950499
SRR3177931,SAMN04494447,,,,,1991-04-19,watershed,,,,,,,,,,B,Canada: Terrace,,,,,VANC/91/UBC/68_2,water,54.51 N 128.61 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:57,2016-02-18 16:29:33,1199981,602390462,1199981,502,348,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177931.sralite.1,SRX1592351,VANC/91/UBC/68_2,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300451,simple,5741,Giardia duodenalis,VANC/91/UBC/68_2,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,B26420586B6E02C021C58233C999D2FC,FCEF45881709226CACD9999EF0BFED3F
SRR3177933,SAMN04494448,,,,,1991-02-20,watershed,,,,,,,,,,B,Canada: Muskwa River,,,,,VANC/91/UBC/69,water,55.76 N 120.24 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:57,2016-02-18 16:30:05,1685619,846180738,1685619,502,482,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177933/SRR3177933.sralite.1,SRX1592353,VANC/91/UBC/69,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300453,simple,5741,Giardia duodenalis,VANC/91/UBC/69,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,1D834A4FAFAAEF18FCFC635EABFA4FB4,3A993E858884C4566B2D54BAD97B293C
SRR3177934,SAMN04494449,,,,,1991-04-04,watershed,,,,,,,,,,B,Canada: South Thompson,,,,,VANC/91/UBC/72,water,50.74 N 120.18 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:57,2016-02-18 16:31:13,1331115,668219730,1331115,502,379,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177934.sralite.1,SRX1592354,VANC/91/UBC/72,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300454,simple,5741,Giardia duodenalis,VANC/91/UBC/72,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,215372EA5C5CD35DA9B63B7C2A87C98C,A737B8E36CB1B5CC0F7231407AF51970
SRR3177935,SAMN04494450,,,,,1991-06-24,watershed,,,,,,,,,,A,Canada: Kamloops,,,,,VANC/91/UBC/73,human,50.67 N 120.33 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:58,2016-02-18 16:46:00,4168566,2092620132,4168566,502,1190,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177935/SRR3177935.sralite.1,SRX1592355,VANC/91/UBC/73,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300455,simple,5741,Giardia duodenalis,VANC/91/UBC/73,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,9648A4EEA3682723F61C884A38B0B478,490C6B84D060FD588ED926439F6F1C50
SRR3177936,SAMN04494451,,,,,1991-12-12,watershed,,,,,,,,,,B,Canada: Mission Creek,,,,,VANC/91/UBC/74,water,49.80 N 119.47 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:58,2016-02-18 16:48:08,5814834,2919046668,5814834,502,1598,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177936/SRR3177936.sralite.1,SRX1592356,VANC/91/UBC/74,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300457,simple,5741,Giardia duodenalis,VANC/91/UBC/74,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,1E7F613992D57658BDE15C13D09A2F20,ECDEBF9F34070042B77208E4D0189778
SRR3177937,SAMN04494452,,,,,1991-05-01,watershed,,,,,,,,,,B,Canada: Mission Creek,,,,,VANC/91/UBC/85,water,49.80 N 119.47 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:58,2016-02-18 16:43:12,1130854,567688708,1130854,502,382,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177937/SRR3177937.sralite.1,SRX1592357,VANC/91/UBC/85,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300456,simple,5741,Giardia duodenalis,VANC/91/UBC/85,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,10E17DDFB9F95B2CB4AD0C329DDF4E1E,E4FBF7D40465B4DE7873F87F5DB32BF5
SRR3177946,SAMN04494453,,,,,1992-09-23,watershed,,,,,,,,,,A,Canada: Mission Creek,,,,,VANC/92/UBC/101,water,49.80 N 119.47 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:58,2016-02-18 16:43:48,1572405,789347310,1572405,502,444,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177946.sralite.1,SRX1592358,VANC/92/UBC/101,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300459,simple,5741,Giardia duodenalis,VANC/92/UBC/101,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,0AEECBFBD5501F32F2B8B541180DB1AB,2F4B2BD0EDA3EDA26671B0D02D7E17C8
SRR3177947,SAMN04494454,,,,,1992-09-30,watershed,,,,,,,,,,B,Canada: Mission Creek,,,,,VANC/92/UBC/102,water,49.80 N 119.47 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:58,2016-02-18 16:49:10,2871661,1441573822,2871661,502,804,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177947.sralite.1,SRX1592368,VANC/92/UBC/102,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300471,simple,5741,Giardia duodenalis,VANC/92/UBC/102,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,DF765CF31A427B6D65DEAE695018E1AE,62E0847EC203EBE4F0DB81CDF810C211
SRR3177948,SAMN04494455,,,,,1992-10-01,watershed,,,,,,,,,,B,Canada: Mission Creek,,,,,VANC/92/UBC/103,water,49.80 N 119.47 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:58,2016-02-18 16:48:25,2138446,1073499892,2138446,502,679,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177948/SRR3177948.sralite.1,SRX1592377,VANC/92/UBC/103,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300478,simple,5741,Giardia duodenalis,VANC/92/UBC/103,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,A4CAC9CFF21DDB5EA68BDC35138E366B,9FC899D55CEF418A839E32CA101250AE
SRR3177949,SAMN04494456,,,,,1992-11-04,watershed,,,,,,,,,,A,Canada: Mission Creek,,,,,VANC/92/UBC/104,water,49.80 N 119.47 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:58,2016-02-18 16:49:15,2196025,1102404550,2196025,502,626,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177949.sralite.1,SRX1592380,VANC/92/UBC/104,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300484,simple,5741,Giardia duodenalis,VANC/92/UBC/104,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,4328B629302B08D7DB0239CF0A34BCB8,471777C87227EDFBAF3DB59ACDAAA3FC
SRR3177950,SAMN04494457,,,,,1992-12-15,giardiasis,,,,,,,,,,A,Canada: Vancouver,,,,,VANC/92/UBC/107,human,49.28 N 123.12 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:58,2016-02-18 16:48:24,2411097,1210370694,2411097,502,704,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177950/SRR3177950.sralite.1,SRX1592388,VANC/92/UBC/107,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300490,simple,5741,Giardia duodenalis,VANC/92/UBC/107,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,BFA8D8AD895178B60090F532B5E4AB3B,0632EF3C771231DB8B171D6EFB227786
SRR3177952,SAMN04494458,,,,,1992-04-09,watershed,,,,,,,,,,B,Canada: Mission Creek,,,,,VANC/92/UBC/84,water,49.80 N 119.47 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:58,2016-02-18 16:55:47,2621724,1316105448,2621724,502,734,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177952.sralite.1,SRX1592403,VANC/92/UBC/84,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300503,simple,5741,Giardia duodenalis,VANC/92/UBC/84,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,4D4357709289173D4409D3D50A66FF9A,5DF1F5ACE1D3858E5C91B4660B86E0D4
SRR3177955,SAMN04494459,,,,,1992-07-14,watershed,,,,,,,,,,B,Canada: Mission Creek,,,,,VANC/92/UBC/98,water,49.80 N 119.47 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:59,2016-02-18 17:07:01,4343517,2180445534,4343517,502,1203,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177955.sralite.1,SRX1592413,VANC/92/UBC/98,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300513,simple,5741,Giardia duodenalis,VANC/92/UBC/98,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,A7F9337C2C15F25D8D9C2E994791775C,9979D54D32A8E2E1BA648A5BBD75A90A
SRR3177962,SAMN04494460,,,,,1992-09-04,watershed,,,,,,,,,,B,Canada: Mission Creek,,,,,VANC/92/UBC/99,water,49.80 N 119.47 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:59,2016-02-18 17:03:29,1380405,692963310,1380405,502,458,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177962/SRR3177962.sralite.1,SRX1592414,VANC/92/UBC/99,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300514,simple,5741,Giardia duodenalis,VANC/92/UBC/99,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,C70B3C00BAC1EB276025E911A08EC752,C4A2E226C85911B7121C6F47B7CD3F78
SRR3178010,SAMN04494405,,,,,1993-06-01,watershed,,,,,,,,,,A,Canada: Botwood,,,,,BTW/109,water,49.14 N 55.34 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:59,2016-02-18 17:06:52,2029797,1018958094,2029797,502,696,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/178/SRR3178010.sralite.1,SRX1592426,BTW/109,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300526,simple,5741,Giardia duodenalis,BTW/109,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,A4B96AA24ED05E0E2650139D36F49756,DF9BCFB5A8220DADE2A456750A0B0949
SRR3178017,SAMN04494406,,,,,1993-06-01,watershed,,,,,,,,,,A,Canada: Cornerbrook,,,,,CB2/108,water,48.95 N 57.95 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:01:00,2016-02-18 17:16:56,1427832,716771664,1427832,502,487,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/178/SRR3178017.sralite.1,SRX1592437,CB2/108,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300538,simple,5741,Giardia duodenalis,CB2/108,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,56C46E622F9CF657DE5BD2C1D3183D10,D46CCCF03DB3488F5126D2FA155076FC
SRR3178018,SAMN04494407,,,,,1987-07-31,giardiasis,,,,,,,,,,A,Canada: Calgary,,,,,D3/18,dog,51.05 N 114.07 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:01:00,2016-02-18 17:24:27,1927843,967777186,1927843,502,582,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/178/SRR3178018.sralite.1,SRX1592440,D3/18,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300540,simple,5741,Giardia duodenalis,D3/18,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,620C6BDDEB9FE68FC991D30041421F1A,BC770D9703D2513A48969B1A5B00FAE0
SRR10007722,SAMN12611599,,,,,missing,,,,,,,,,,,,missing,,missing,,,,,,,,,,Microbe sample from Giardia duodenalis,,cell culture,,GS,,,,,,,,,2020-09-19 00:05:45,2019-08-21 01:08:02,1666440,487421538,1666440,292,144,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10007/SRR10007722/SRR10007722.lite.1,SRX6746024,GS-iSeq,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina iSeq 100,SRP218927,PRJNA561185,3,561185,SRS5296366,simple,5741,Giardia duodenalis,Giardia BGS,,,,,,,no,,,,,UNIVERSITY OF CALGARY,SRA945802,,public,01698A113D26B2B2868AA37950A089AF,367015EA4F9785F48E2F09C68070F4F8
SRR10007724,SAMN12611599,,,,,missing,,,,,,,,,,,,missing,,missing,,,,,,,,,,Microbe sample from Giardia duodenalis,,cell culture,,GS,,,,,,,,,2020-09-19 00:05:45,2019-08-21 01:17:52,882737,8335004787,0,9442,6979,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10007/SRR10007724/SRR10007724.lite.1,SRX6746022,2244,WGS,unspecified,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP218927,PRJNA561185,3,561185,SRS5296366,simple,5741,Giardia duodenalis,Giardia BGS,,,,,,,no,,,,,UNIVERSITY OF CALGARY,SRA945802,,public,316E7E0F5082B66E40F681FFEB27114D,2007F7751FDB82FE03F858BCAC5018FB
SRR10007607,SAMN12610744,,,,,Missing,,,,,,,,,,,,Missing,,Beaver,,,,missing,,,,,,Microbe sample from Giardia duodenalis,,Cell culture,,beaver,,,,,,,,,2020-09-19 00:05:45,2019-08-21 01:07:26,1035336,576465347,1035336,556,362,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10007/SRR10007607/SRR10007607.lite.1,SRX6745910,218,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP218927,PRJNA561185,3,561185,SRS5296285,simple,5741,Giardia duodenalis,Giardia beaver,,,,,,,no,,,,,UNIVERSITY OF CALGARY,SRA945782,,public,EB0C0093B2DF42FDEE3DF0A54B9D292F,0E4D81FFD36D40AC9671476990713ECC
SRR10007609,SAMN12610744,,,,,Missing,,,,,,,,,,,,Missing,,Beaver,,,,missing,,,,,,Microbe sample from Giardia duodenalis,,Cell culture,,beaver,,,,,,,,,2020-09-19 00:05:45,2019-08-21 01:17:15,382042,3165598307,0,8285,2675,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10007/SRR10007609/SRR10007609.lite.1,SRX6745908,2309,WGS,unspecified,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP218927,PRJNA561185,3,561185,SRS5296285,simple,5741,Giardia duodenalis,Giardia beaver,,,,,,,no,,,,,UNIVERSITY OF CALGARY,SRA945782,,public,C89B08B91EAA72A372475D586F4C32FE,0EDC941A85B773367B1372C01BC79F9D
ERR311186,SAMEA1971072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-07-20 16:07:41,2013-07-15 18:17:52,3079877,923963100,3079877,300,601,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/311/ERR311186/ERR311186.sralite.1,ERX284467,6141434,WGS,RANDOM,GENOMIC,PAIRED,419,107,ILLUMINA,Illumina MiSeq,ERP001716,PRJEB3213,,258334,ERS184160,simple,5741,Giardia duodenalis,SAMEA1971072,,,,,,,no,,,,,SC,ERA237528,,public,84DD8785B664E868B431D9C952AC0958,A4DE5767212ED4F7B28378DA26F5F0AF
ERR311175,SAMEA2018552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-07-20 16:07:41,2013-07-15 18:18:01,7085729,1417145800,7085729,200,908,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/311/ERR311175/ERR311175.sralite.1,ERX284456,5742484,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP001716,PRJEB3213,,258334,ERS163277,simple,5741,Giardia duodenalis,SAMEA2018552,,,,,,,no,,,,,SC,ERA237528,,public,0143411077C0489A1999DAFF630D7CD3,AC8CCF0BE77D0321CAE3347429B4A467
ERR311184,SAMEA2018676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-07-20 16:07:41,2013-07-15 18:18:50,8062476,1612495200,8062476,200,1004,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/311/ERR311184/ERR311184.sralite.1,ERX284465,5742493,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP001716,PRJEB3213,,258334,ERS163286,simple,5741,Giardia duodenalis,SAMEA2018676,,,,,,,no,,,,,SC,ERA237528,,public,865A0905638D5056679FAD5215F0ED15,F595FEC1B27DA186065086495FDC6353
ERR311174,SAMEA2018796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-07-20 16:07:41,2013-07-15 18:19:03,7804981,1560996200,7804981,200,1002,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR000/311/ERR311174.sralite.1,ERX284455,5742483,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP001716,PRJEB3213,,258334,ERS163276,simple,5741,Giardia duodenalis,SAMEA2018796,,,,,,,no,,,,,SC,ERA237528,,public,C516A6A21F855A0326CA93EB23E40CDF,BB7061920097B0465F5189BD003F8E29
ERR311176,SAMEA2020285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-07-20 16:07:41,2013-07-15 18:17:12,2753640,550728000,2753640,200,348,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/311/ERR311176/ERR311176.sralite.1,ERX284457,5742485,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP001716,PRJEB3213,,258334,ERS163278,simple,5741,Giardia duodenalis,SAMEA2020285,,,,,,,no,,,,,SC,ERA237528,,public,502E55081F741D65CC04E08CE28723E3,D6E86A19DB2360515E8F1CF8501164A7
