run,biosample,collection_date,env_biome,genotype,isolate,isolation_source,sample_tittle,sample_type,releasedate,loaddate,spots,bases,spots_with_mates,avglength,size_mb,assemblyname,download_path,experiment,libraryname,librarystrategy,libraryselection,librarysource,librarylayout,platform,model,srastudy,bioproject,sample,taxid,scientificname,samplename,tumor,centername,consent,outbreak_number_sporadic,country_geoloc,region_geoloc,city_geoloc
ERR422659,SAMEA2250360,NA,NA,NA,NA,NA,NA,NA,2014-05-14 12:40:27,2014-04-12 02:02:37,1414465,424339500,1414465,300,205,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/422/ERR422659/ERR422659.sralite.1,ERX388952,8637075,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,ERP001716,PRJEB3213,ERS370974,5741,Giardia duodenalis,SAMEA2250360,no,SC,public,NA,NA,NA,NA
SRR1957176,SAMN03447293,1990-02-09,watershed,NA,VANC/90/UBC/40,water,NA,NA,2016-04-01 00:00:00,2015-04-08 15:13:14,3026736,1519421472,3026736,502,879,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/957/SRR1957176/SRR1957176.sralite.1,SRX982626,NA,WGA,unspecified,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS897377,5741,Giardia duodenalis,VANC/90/UBC/40,no,PROVINCIAL HEALTH SERVICES AUTHORITY,public,1,CANADA,BC,Creston
SRR1957167,SAMN03447284,1990-02-13,watershed,NA,VANC/90/UBC/41,human,NA,NA,2016-04-01 00:00:00,2015-04-08 15:45:35,2614492,1312474984,2614492,502,752,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/957/SRR1957167/SRR1957167.sralite.1,SRX982617,NA,WGA,unspecified,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS897387,5741,Giardia duodenalis,VANC/90/UBC/41,no,PROVINCIAL HEALTH SERVICES AUTHORITY,public,1,CANADA,BC,Creston
SRR1957168,SAMN03447285,1990-02-16,watershed,NA,VANC/90/UBC/42,human,NA,NA,2016-04-01 00:00:00,2015-04-08 15:42:09,3169345,1591011190,3169345,502,898,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/957/SRR1957168/SRR1957168.sralite.1,SRX982618,NA,WGA,unspecified,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS897385,5741,Giardia duodenalis,VANC/90/UBC/42,no,PROVINCIAL HEALTH SERVICES AUTHORITY,public,1,CANADA,BC,Creston
SRR1957169,SAMN03447286,1990-02-14,watershed,NA,VANC/90/UBC/43,human,NA,NA,2016-04-01 00:00:00,2015-04-08 15:38:40,2471448,1240666896,2471448,502,713,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/957/SRR1957169/SRR1957169.sralite.1,SRX982619,NA,WGA,unspecified,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS897384,5741,Giardia duodenalis,VANC/90/UBC/43,no,PROVINCIAL HEALTH SERVICES AUTHORITY,public,1,CANADA,BC,Creston
SRR1957177,SAMN03447294,1990-02-16,watershed,NA,VANC/90/UBC/44,human,NA,NA,2016-04-01 00:00:00,2015-04-08 15:08:12,3224387,1618642274,3224387,502,908,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/957/SRR1957177/SRR1957177.sralite.1,SRX982627,NA,WGA,unspecified,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS897375,5741,Giardia duodenalis,VANC/90/UBC/44,no,PROVINCIAL HEALTH SERVICES AUTHORITY,public,1,CANADA,BC,Creston
SRR1957170,SAMN03447287,1990-02-14,watershed,NA,VANC/90/UBC/45,human,NA,NA,2016-04-01 00:00:00,2015-04-08 15:39:26,5899073,2961334646,5899073,502,1666,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/957/SRR1957170/SRR1957170.sralite.1,SRX982620,NA,WGA,unspecified,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS897383,5741,Giardia duodenalis,VANC/90/UBC/45,no,PROVINCIAL HEALTH SERVICES AUTHORITY,public,1,CANADA,BC,Creston
SRR1957171,SAMN03447288,1990-02-16,watershed,NA,VANC/90/UBC/46,human,NA,NA,2016-04-01 00:00:00,2015-04-08 15:32:16,1765947,886505394,1765947,502,536,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/957/SRR1957171/SRR1957171.sralite.1,SRX982621,NA,WGA,unspecified,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS897382,5741,Giardia duodenalis,VANC/90/UBC/46,no,PROVINCIAL HEALTH SERVICES AUTHORITY,public,1,CANADA,BC,Creston
SRR1957172,SAMN03447289,1990-02-16,watershed,NA,VANC/90/UBC/49,water,NA,NA,2016-04-01 00:00:00,2015-04-08 15:31:48,3548896,1781545792,3548896,502,1090,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/957/SRR1957172/SRR1957172.sralite.1,SRX982622,NA,WGA,unspecified,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS897381,5741,Giardia duodenalis,VANC/90/UBC/49,no,PROVINCIAL HEALTH SERVICES AUTHORITY,public,1,CANADA,BC,Creston
SRR1957173,SAMN03447290,1990-03-03,watershed,NA,VANC/90/UBC/50,water,NA,NA,2016-04-01 00:00:00,2015-04-08 15:28:56,2270015,1139547530,2270015,502,677,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/957/SRR1957173/SRR1957173.sralite.1,SRX982623,NA,WGA,unspecified,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS897380,5741,Giardia duodenalis,VANC/90/UBC/50,no,PROVINCIAL HEALTH SERVICES AUTHORITY,public,NA,Canada,B.C.,Creston
SRR1957174,SAMN03447291,1990-03-09,watershed,NA,VANC/90/UBC/52,beaver,NA,NA,2016-04-01 00:00:00,2015-04-08 15:20:32,3382534,1698032068,3382534,502,985,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/957/SRR1957174/SRR1957174.sralite.1,SRX982624,NA,WGA,unspecified,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS897379,5741,Giardia duodenalis,VANC/90/UBC/52,no,PROVINCIAL HEALTH SERVICES AUTHORITY,public,1,CANADA,BC,Creston
SRR2168393,SAMN03981846,1990-03-28,watershed,NA,VANC/90/UBC/53,beaver,NA,NA,2016-08-13 00:00:00,2015-08-17 13:22:53,3409860,1711749720,3409860,502,980,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/168/SRR2168393/SRR2168393.sralite.1,SRX1144605,VANC/90/UBC/53,WGS,unspecified,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1030564,5741,Giardia duodenalis,VANC/90/UBC/53,no,PROVINCIAL HEALTH SERVICES AUTHORITY,public,Sporadic,CANADA,BC,Goat River
SRR2158266,SAMN03981847,1990-04-10,watershed,NA,VANC/90/UBC/56,beaver,NA,NA,2016-08-13 00:00:00,2015-08-13 21:17:22,1571593,788939686,1571593,502,476,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/158/SRR2158266/SRR2158266.sralite.1,SRX1154245,VANC/90/UBC/56,WGS,unspecified,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1037021,5741,Giardia duodenalis,VANC/90/UBC/56,no,PROVINCIAL HEALTH SERVICES AUTHORITY,public,Sporadic,CANADA,BC,Goat River
SRR1957178,SAMN03447295,1990-02-16,watershed,NA,VANC/90/UBC/60,human,NA,NA,2016-04-01 00:00:00,2015-04-08 15:01:22,839242,421299484,839242,502,241,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/957/SRR1957178/SRR1957178.sralite.1,SRX982628,NA,WGA,unspecified,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS897376,5741,Giardia duodenalis,VANC/90/UBC/60,no,PROVINCIAL HEALTH SERVICES AUTHORITY,public,1,CANADA,BC,Creston
SRR1957175,SAMN03447292,1990-02-14,watershed,NA,VANC/90/UBC/71,human,NA,NA,2016-04-01 00:00:00,2015-04-08 15:15:06,1667243,836955986,1667243,502,482,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/957/SRR1957175/SRR1957175.sralite.1,SRX982625,NA,WGA,unspecified,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS897378,5741,Giardia duodenalis,VANC/90/UBC/71,no,PROVINCIAL HEALTH SERVICES AUTHORITY,public,1,CANADA,BC,Creston
SRR3177974,SAMN04494461,1993-09-16,watershed,B,VANC/93/UBC/105,water,NA,trophozoites,2017-04-30 00:00:59,2016-02-18 17:05:12,3062412,1537330824,3062412,502,904,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177974.sralite.1,SRX1592415,VANC/93/UBC/105,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300517,5741,Giardia duodenalis,VANC/93/UBC/105,no,UNIVERSITY OF BRITISH COLUMBIA,public,Sporadic,CANADA,BC,Mission Creek
SRR3177978,SAMN04494462,1993-09-23,watershed,A,VANC/93/UBC/106,water,NA,trophozoites,2017-04-30 00:00:59,2016-02-18 17:04:56,2611528,1310987056,2611528,502,844,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177978/SRR3177978.sralite.1,SRX1592418,VANC/93/UBC/106,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300518,5741,Giardia duodenalis,VANC/93/UBC/106,no,UNIVERSITY OF BRITISH COLUMBIA,public,Sporadic,CANADA,BC,Mission Creek
SRR3177990,SAMN04494463,1993-07-02,giardiasis,A,VANC/93/UBC/39,human,NA,trophozoites,2017-04-30 00:00:59,2016-02-18 17:03:23,1786368,896756736,1786368,502,591,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177990/SRR3177990.sralite.1,SRX1592419,VANC/93/UBC/39,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300519,5741,Giardia duodenalis,VANC/93/UBC/39,no,UNIVERSITY OF BRITISH COLUMBIA,public,Sporadic,CANADA,BC,Campbell River
SRR3178001,SAMN04494464,1993-06-08,giardiasis,A,VANC/93/UBC/70,human,NA,trophozoites,2017-04-30 00:00:59,2016-02-18 17:02:04,3821131,1918207762,3821131,502,1090,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/178/SRR3178001/SRR3178001.sralite.1,SRX1592420,VANC/93/UBC/70,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300520,5741,Giardia duodenalis,VANC/93/UBC/70,no,UNIVERSITY OF BRITISH COLUMBIA,public,Sporadic,CANADA,BC,Barriere
SRR3178007,SAMN04494465,1994-05-27,watershed,A,VANC/94/UBC/121,water,NA,trophozoites,2017-04-30 00:00:59,2016-02-18 17:07:05,4692289,2355529078,4692289,502,1354,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/178/SRR3178007/SRR3178007.sralite.1,SRX1592422,VANC/94/UBC/121,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300522,5741,Giardia duodenalis,VANC/94/UBC/121,no,UNIVERSITY OF BRITISH COLUMBIA,public,Sporadic,CANADA,BC,"Elk Creek, Chilliwack"
SRR3178008,SAMN04494466,1994-08-16,watershed,B,VANC/94/UBC/122,water,NA,trophozoites,2017-04-30 00:00:59,2016-02-18 17:03:49,1611690,809068380,1611690,502,536,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/178/SRR3178008/SRR3178008.sralite.1,SRX1592424,VANC/94/UBC/122,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300523,5741,Giardia duodenalis,VANC/94/UBC/122,no,UNIVERSITY OF BRITISH COLUMBIA,public,Sporadic,CANADA,BC,Mission Creek
SRR3178009,SAMN04494467,1994-09-26,watershed,B,VANC/94/UBC/124,water,NA,trophozoites,2017-04-30 00:00:59,2016-02-18 17:07:27,1476709,741307918,1476709,502,510,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/178/SRR3178009.sralite.1,SRX1592425,VANC/94/UBC/124,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300525,5741,Giardia duodenalis,VANC/94/UBC/124,no,UNIVERSITY OF BRITISH COLUMBIA,public,Sporadic,CANADA,BC,Mission Creek
SRR3178011,SAMN04494468,1994-10-17,watershed,B,VANC/94/UBC/125,water,NA,trophozoites,2017-04-30 00:00:59,2016-02-18 17:06:40,1374331,689914162,1374331,502,468,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/178/SRR3178011/SRR3178011.sralite.1,SRX1592427,VANC/94/UBC/125,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300527,5741,Giardia duodenalis,VANC/94/UBC/125,no,UNIVERSITY OF BRITISH COLUMBIA,public,NA,Canada,NA,Mission Creek
SRR3178012,SAMN04494469,1995-09-28,watershed,A,VANC/96/UBC/126,human,NA,trophozoites,2017-04-30 00:00:59,2016-02-18 17:10:01,2106459,1057442418,2106459,502,683,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/178/SRR3178012.sralite.1,SRX1592429,VANC/96/UBC/126,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300528,5741,Giardia duodenalis,VANC/96/UBC/126,no,UNIVERSITY OF BRITISH COLUMBIA,public,4,CANADA,BC,Revelstoke
SRR3178013,SAMN04494470,1995-08-30,watershed,B,VANC/96/UBC/127,beaver,NA,trophozoites,2017-04-30 00:00:59,2016-02-18 17:15:44,4229307,2123112114,4229307,502,1195,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/178/SRR3178013/SRR3178013.sralite.1,SRX1592432,VANC/96/UBC/127,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300533,5741,Giardia duodenalis,VANC/96/UBC/127,no,UNIVERSITY OF BRITISH COLUMBIA,public,4,CANADA,BC,Revelstoke
SRR3178014,SAMN04494471,1995-09-12,watershed,B,VANC/96/UBC/128,human,NA,trophozoites,2017-04-30 00:00:59,2016-02-18 17:14:42,1912481,960065462,1912481,502,634,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/178/SRR3178014.sralite.1,SRX1592434,VANC/96/UBC/128,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300534,5741,Giardia duodenalis,VANC/96/UBC/128,no,UNIVERSITY OF BRITISH COLUMBIA,public,4,CANADA,BC,Revelstoke
SRR3178015,SAMN04494472,1995-09-20,watershed,B,VANC/96/UBC/129,human,NA,trophozoites,2017-04-30 00:01:00,2016-02-18 17:16:13,1507548,756789096,1507548,502,485,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/178/SRR3178015.sralite.1,SRX1592435,VANC/96/UBC/129,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300535,5741,Giardia duodenalis,VANC/96/UBC/129,no,UNIVERSITY OF BRITISH COLUMBIA,public,4,CANADA,BC,Revelstoke
SRR3178016,SAMN04494473,1991-06-19,giardiasis,A,WHANGAREI8/79,human,NA,trophozoites,2017-04-30 00:01:00,2016-02-18 17:16:09,1352820,679115640,1352820,502,471,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/178/SRR3178016.sralite.1,SRX1592436,WHANGAREI8/79,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300536,5741,Giardia duodenalis,WHANGAREI8/79,no,UNIVERSITY OF BRITISH COLUMBIA,public,Sporadic,NEW ZEALAND,North Island,Whangarei
ERR311192,SAMEA2057586,NA,NA,NA,NA,NA,NA,NA,2013-07-20 16:07:41,2013-07-15 18:16:42,1279542,383862600,1279542,300,199,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/311/ERR311192/ERR311192.sralite.1,ERX284473,7144459,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,ERP001716,PRJEB3213,ERS226583,5741,Giardia duodenalis,SAMEA2057586,no,SC,public,NA,NA,NA,NA
ERR311193,SAMEA2057587,NA,NA,NA,NA,NA,NA,NA,2013-07-20 16:07:41,2013-07-15 18:16:52,1685236,505570800,1685236,300,256,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/311/ERR311193/ERR311193.sralite.1,ERX284474,7144460,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,ERP001716,PRJEB3213,ERS226584,5741,Giardia duodenalis,SAMEA2057587,no,SC,public,NA,NA,NA,NA
ERR311194,SAMEA2057588,NA,NA,NA,NA,NA,NA,NA,2013-07-20 16:07:41,2013-07-15 18:16:53,1481456,444436800,1481456,300,225,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/311/ERR311194/ERR311194.sralite.1,ERX284475,7144461,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,ERP001716,PRJEB3213,ERS226585,5741,Giardia duodenalis,SAMEA2057588,no,SC,public,NA,NA,NA,NA
ERR311195,SAMEA2057589,NA,NA,NA,NA,NA,NA,NA,2013-07-20 16:07:41,2013-07-15 18:16:47,1452744,435823200,1452744,300,218,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/311/ERR311195/ERR311195.sralite.1,ERX284476,7144462,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,ERP001716,PRJEB3213,ERS226586,5741,Giardia duodenalis,SAMEA2057589,no,SC,public,NA,NA,NA,NA
ERR311196,SAMEA2057590,NA,NA,NA,NA,NA,NA,NA,2013-07-20 16:07:41,2013-07-15 18:16:42,1015796,304738800,1015796,300,169,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/311/ERR311196/ERR311196.sralite.1,ERX284477,7144463,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,ERP001716,PRJEB3213,ERS226587,5741,Giardia duodenalis,SAMEA2057590,no,SC,public,NA,NA,NA,NA
ERR311197,SAMEA2057591,NA,NA,NA,NA,NA,NA,NA,2013-07-20 16:07:41,2013-07-15 18:16:44,969113,290733900,969113,300,164,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/311/ERR311197/ERR311197.sralite.1,ERX284478,7144464,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,ERP001716,PRJEB3213,ERS226588,5741,Giardia duodenalis,SAMEA2057591,no,SC,public,NA,NA,NA,NA
SRR29006303,SAMN41379870,NA,NA,NA,C4,human,C4,trophozoites,2025-08-19 19:20:33,2024-05-13 09:17:32,12872722,1930908300,12872722,150,1318,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR029/29006/SRR29006303/SRR29006303.lite.1,SRX24533337,1,WGS,other,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS21279348,5741,Giardia duodenalis,C4,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Afghanistan,NA,NA
SRR29006302,SAMN41379871,NA,NA,NA,C6,human,C6,trophozoites,2025-08-19 19:20:33,2024-05-13 09:17:10,20766488,3114973200,20766488,150,2002,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR029/29006/SRR29006302/SRR29006302.lite.1,SRX24533338,2,WGS,other,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS21279349,5741,Giardia duodenalis,C6,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Afghanistan,NA,NA
SRR29006301,SAMN41379880,1994-08-30,NA,NA,GduoAI-12,human,giardia12,trophozoites,2025-08-19 19:20:33,2024-05-13 09:17:10,8900183,1602032940,8900183,180,963,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR029/29006/SRR29006301/SRR29006301.lite.1,SRX24533339,11,WGS,other,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS21279350,5741,Giardia duodenalis,GduoAI-12,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Afghanistan,NA,NA
SRR29006300,SAMN41379881,1997-09-19,NA,NA,GduoAI-13,human,giardia13,trophozoites,2025-08-19 19:20:33,2024-05-13 09:17:05,8698478,1565726040,8698478,180,976,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR029/29006/SRR29006300/SRR29006300.lite.1,SRX24533340,12,WGS,other,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS21279351,5741,Giardia duodenalis,GduoAI-13,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Afghanistan,NA,NA
SRR29006299,SAMN41379882,1995-06-05,NA,NA,GduoAI-23,human,giardia23,trophozoites,2025-08-19 19:20:33,2024-05-13 09:17:04,8073224,1453180320,8073224,180,906,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR029/29006/SRR29006299/SRR29006299.lite.1,SRX24533341,13,WGS,other,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS21279352,5741,Giardia duodenalis,GduoAI-23,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Malaysia,NA,NA
SRR29006298,SAMN41379883,1992-04-14,NA,NA,GduoAI-24,human,giardia24,trophozoites,2025-08-19 19:20:33,2024-05-13 09:17:14,8307529,1495355220,8307529,180,931,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR029/29006/SRR29006298/SRR29006298.lite.1,SRX24533342,14,WGS,other,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS21279353,5741,Giardia duodenalis,GduoAI-24,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Australia,NA,NA
SRR29006297,SAMN41379884,1992-08-21,NA,NA,GduoAII-26,human,giardia26,trophozoites,2025-08-19 19:20:33,2024-05-13 09:18:28,11580330,2084459400,11580330,180,1220,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR029/29006/SRR29006297/SRR29006297.lite.1,SRX24533343,15,WGS,other,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS21279354,5741,Giardia duodenalis,GduoAII-26,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Australia,NA,NA
SRR29006296,SAMN41379885,1998-02-09,NA,NA,GduoAI-27,human,giardia27,trophozoites,2025-08-19 19:20:33,2024-05-13 09:16:55,7774164,1399349520,7774164,180,872,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR029/29006/SRR29006296/SRR29006296.lite.1,SRX24533344,16,WGS,other,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS21279355,5741,Giardia duodenalis,GduoAI-27,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Australia,NA,NA
SRR29006295,SAMN41379886,1994-08-25,NA,NA,GduoAI-3,human,giardia3,trophozoites,2025-08-19 19:20:33,2024-05-13 09:17:19,8871075,1596793500,8871075,180,959,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR029/29006/SRR29006295/SRR29006295.lite.1,SRX24533345,17,WGS,other,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS21279356,5741,Giardia duodenalis,GduoAI-3,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Australia,NA,NA
SRR29006294,SAMN41379887,1993-06-22,NA,NA,GduoAII-31,human,giardia31,trophozoites,2025-08-19 19:20:33,2024-05-13 09:17:47,8562814,1541306520,8562814,180,926,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR029/29006/SRR29006294/SRR29006294.lite.1,SRX24533346,18,WGS,other,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS21279357,5741,Giardia duodenalis,GduoAII-31,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Australia,NA,NA
SRR29006293,SAMN41379888,2000-01-26,NA,NA,GduoAI-4,human,giardia4,trophozoites,2025-08-19 19:20:32,2024-05-13 09:16:20,7086524,1275574320,7086524,180,699,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR029/29006/SRR29006293/SRR29006293.lite.1,SRX24533347,19,WGS,other,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS21279358,5741,Giardia duodenalis,GduoAI-4,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Australia,NA,NA
